diametre,price
24.77266996885801,43.64956753961616
20.478466758670905,37.06131169301103
33.68281713122708,62.07134664074577
16.786800225620198,42.00203225267289
25.31065832978427,46.54686302621432
24.83565726544984,40.344542853545505
36.88229156317866,59.80896355836374
46.808618930492415,85.63459211535233
33.530526866048156,51.66782869866001
49.90766606409697,76.46744800169866
49.783099784590455,86.78851035091583
24.198219647528354,26.05191567538256
41.69792011589142,67.48362273118863
30.893949040687446,52.494446340153466
47.26137865272018,77.19787495833384
45.64275769705817,65.23041744749601
17.744134676988182,38.59342290053851
43.1247174421198,68.74611528345424
41.19903129011065,59.995765370704525
39.58621184061994,57.00417439554939
46.625682126641415,67.36415697133165
45.22102358166309,79.42076843340512
19.638053444526072,38.40961285445213
39.88644879614742,62.09025307369004
24.005655590072045,40.04314624526912
40.735209353219375,57.902918173873815
43.84807715412502,93.73085667162508
42.779044561648085,61.3979424613524
39.280020320069625,54.93266721880119
24.988227631713542,41.147004207485665
35.799809235440776,61.05512484081493
33.68373537767174,64.90884027629536
15.38382859221369,5.926383394107134
30.959659500629883,73.62775220997457
18.120800676561068,44.762894346230006
47.52779400880407,87.16220114035978
27.43230721632634,53.767517384574
35.70264981552241,62.26874965298483
41.00298351422103,70.08346920055017
48.516159650849076,88.73222608664692
44.356407741291,82.39282090009355
44.55163498758383,88.75001911642615
37.22109947991753,50.05831265585159
21.31225402251329,35.81138547495384
15.170135982727638,31.431761053629334
45.12968001160233,71.40130197958246
48.76567419348168,76.28159840207715
17.274878380224447,42.47709967261368
47.004036351661384,93.90784165194164
25.226332247842436,37.976165856413
24.40138544317709,43.435454876020934
25.026949744047702,40.13085319047086
42.85680152569317,74.62998626190492
38.37162329931398,79.44271532320971
35.46149273763348,58.1278687719946
44.082110047717435,64.48780251427789
27.25131731356808,52.22699935164451
32.68038288940271,53.49770968855107
41.17093207353602,62.81936886040086
33.07482658907438,50.43741839326158
17.350858805344338,14.639920728681343
42.519532526948794,76.67916039817267
42.93754840065925,78.29823452968965
41.19304654651481,72.25222592021079
25.327010001896014,34.51889223921693
34.859790643725695,49.090316106777955
39.26947022563628,62.98004829103359
30.21764124378472,53.17953122387383
40.32561578799605,85.71469950044747
49.74122912673657,79.28397367432407
43.972456154491,70.60898867084813
26.186975037240018,59.11397238657156
46.57457356434357,80.13224458134754
44.82589259159706,54.82670588500868
16.215448169868623,21.626983953157687
18.178758699142033,31.613454681175266
28.862567893141744,44.808976212209934
32.621173712565465,70.78032684471117
49.027622756338616,83.51591723533207
27.008821837364813,21.53895872418572
26.18293030049982,36.30091655723622
38.51735584127373,72.31746509744112
33.80796198417879,68.5845490489448
28.13633075305595,40.43810409467137
38.69223355318421,73.5373317458924
47.430294949031385,91.07790253359018
25.392991059836653,45.83154936024663
35.67610358863001,71.91579023100724
16.395782964231632,30.082722551621327
47.21049860503441,75.87184310259836
22.743647362312437,36.43607822942667
27.387146780941872,50.13852930480931
24.914161206906346,31.270056970254352
16.497053270981674,39.324843000677575
38.615563806677,54.2296823459381
18.298768834857945,38.84984754363591
23.65555879239279,32.813180372245164
17.708406596111956,43.954974201410444
29.974181320335028,40.80705274289837
48.90283627966623,72.17883364449368
